"review","reply"
"Food lack flavour.","Dear Sir/Mdm, we are sorry that we did not meet your expectations this time round. May we make up for it in your next order? kindly contact us at 96418988 for your next order. "
"Delicious and the soup was still hot ","Thank you for the 5 stars review!!! We really appreciate it and will continue to serve you better !!!"
"Wanton soup is pathetic. Scattered. Skin separated with meat. The worse wanton soup I ever had. Checked potion is little. Will be my first and last time ordered this shop! ","Thk"
"Waited for very long for about 3hrs untill i got my drinks","We have tried our best to served on time and we are really sorry to hear about the delivery issue. Please contact panda for the issue. Thank you"
"First time ordering from here but it was a disappointing experience. Missing 2 main items. Missing chilli and other sauce as well. ","We apologise for the unhappiness you faced. The rider missed out 1 bag and the items were all inside. Unlike Grabfood, we cannot contact the rider so we were left helpless. We will ensure the riders check next time."
"Generous portion and delicious!! Will definitely purchase from here again :)","Thank you so much for the review!
Thank you for trying the mee daging and mee udang ????
We definitely hope to serve you again ????"
"Love the mee siam but if more spicy will be superb , my son and husband love the food","Thank you for trying our mee siam, mee soto and laksa!
No worries, you're always welcome to get more chilli with the mee siam ????
Hopefully we're able to serve you again ????"
"Piping hot and food is nice","Thank you for the review ????
We're glad you had a great experience with our mee soto and mee rebus ??????
We hope to serve you again!"
"very very salty","So sorry sir if there is any mistake in our food we are ready to pay for it if you have any order next time. They will give you this complimentary. I noted your name and contact number"
"Taste was not bad if you willing to wait 1hr++","Food panda rider lost the route sir that's why late
Thank you "
"????????????????????????????????????????????????","??????????????????????????????????????????????????????2-3?????????"
"fish not fresh at all, lots of preservations and msg, won't order again!","fish fillet is freeze one,not fresh one
"
"Authentic taste!","Thank so much!well come again????????????????"
"large serving and well packed with condiments, although the meat a bit tough, will try beef pho next","Thank!well come again"
"Bihun goreng doesn???t taste like mamak at all, very plain, the taste of dried shrimp is too overpowering and not nice. Used to buy from the stall itself taste nice but delivery ones are very bad ","We will ensure that this issue will not happen Again."
"I thought coin Prada would have some sugar ","we will add only little sugar & butter in coin prata , if u needed please note in your order"
"Worst Mee goreng I'd tried in mamak restaurant. The mee goreng is too soupy and a lot of BONE CHICKEN!! & the fish curry, can see it's simply cooked. It's all gravy with onions.","There is no negative review in mee goreng ,gravy and fish curry From any customer End in today sales"
"UNACCEPTABLE!

THEY RECOOKED ALL MY FOOD AND IT TASTES SO BAD!

MUTTON BISTIK WAS A SCAM. FULL OF POTATOES AND JUST TINY BIT OF MUTTON!

WASTED MY MONEY FOR NOTHING! NEVER AGAIN!","why didn't post the review on that day of ordering??"
"what in the world???. fhis is the best fried chicken ive had in my life. better than any ive had here in singapore. why do you guys have so little ratings!!! this place deserves so much more!!! mad. ","Hi there!

Was thinking of something witty to thank you for your gracious review!

Your review definitely made our day! Indeed our chicks are hot and juicy and keeps you coming back for more ????.

"
"Amazing fried chicken! Still crispy when I ate it after 1 hour, never had fried chicken like this before. Mac and cheese delicious, can taste it's good cheese and not the cheap kind. Will buy again!","Hi there!

We???re so glad that you were able to enjoy your meal even after an hour????????!

Come down and enjoy the piping hot ones the next time round!:) "
"Chicken was crispy, juicy and well seasoned, mac and cheese was yummy, and the truffle sauce I added was really good too. Really enjoyed the meal!","Hi there!

Ahhh, everything that we wanted our chicks to be????

We sure are glad that you enjoyed your dinner thoroughly!

But we???re not here to take over, we???re just your side chicks????????"
"Very tasty food.We love all the dishes ordered.Thank you and keep up the good work.Highly recommended.????????????","Thanks for the support :)"
"Wrong order","Sorry for the wrong order , will inform staffs to double check before sending the food . thanks "
"Rice is abit hard, not enough water. Tomyum coconut is nice for me, not too sour or spicy but bland for my son. Green curry is spicier than expected but nice taste. Basil chicken tasted strong too. ????","Thanks for the support :)"
"Food is good, but seller is negligent to orders! Main order came with rice. but extra order of rice not given!","?????????????????????????????????????????????"
"????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????tmd??????????????????????????????","???????????????????????? ??????????????????"
"Soup is all on leaking out it is a very bad experience ","Thank you for your response. We sincerely apologize for the bad experience. I have checked and understand food was spilled by the rider. Please be assured that we have did a triple packaging to make sure that the food will not spill from our end."
"Food is nice and portion is good.","Thank you for your kind feedback. You are always welcome back!"
"Ayam masak Merah was surprisingly good! Nasi lemak was decently portioned. Love their sambal. ????????????????","Thank you for your kind feedback. Happy to know that you've enjoyed the food!"
"Slow","So sorry to see your review and really appreciate your support,we have taken very serious action to this matter and ensure it wouldn't happen again."
"Missing add-ons (Brown rice), was given plain white rice instead","We use unpolished brown rice which is healthier, pls place it next to white rice and notice that it is not white rice. Pls know the diff in rice, before giving a 1 star. It is not fair to shops who serve and do our best to only be accused."
"diluted due to the big piece of ice (though I asked for less ice and more tea)","We are truly sorry to hear about your recent experience with our drink. I understand that you requested less ice and more tea, and it seems that there was a mix-up in the preparation. I sincerely apologize for this inconvenience."
"One of the worst food to buy food smells medicine and horrible to eat ","We apologize sincerely for the issue with your meal. Your satisfaction is our priority and we'd like to address this immediately. Could you please get in touch with us?"
"Dissapointed","Kindly contact us @ 9741 1199 to let us better understand on how can we improve and serve you better."
"I used to orfer from this shop a few times before and it was ok. This time, tom yum soup was very very salty and cant have it.","Sorry for the inconvenience caused
Please allow me to compensate you
You can come to our Outlet and show us you account name we will get for you tomyum soup no charge
Thank you so much "
"the fried seabass is too salty disappointed","Very sorry for the inconvenience caused
We will re training our staff again for this issue "
"your food is very good. the taste of your lemak siput is super and like home Made. the ingredients are complete. nowadays it is rare to find malay stall with food that taste completely awesome.thanks.","Thankiu to u too.... please support more OK... ????????????????"
"Not worth the price as the ingredents are very little.. The only good thing is alot of soup given.. ","I???m sorry that the portion is not as what u expected. We will try to improve to all our customer review and hope u can support us again :)"
"Super tasty soup. Dry version has very unique & interesting ingredients - those who like strong flavours will love it. ","Thanks for your kind review, our soup are mixed and blend with herbs with no msg. We are glad u like it "
"the glazed churros aren't fully glazed. disappointed for the price paid. ","Hi Sir/Mada, kindly contact us @ 9741 1199 for us to better explain our menu item to you. "
"Chili powder is spicier than usual which is good.","Thank you for the 5 star feedback truly appreciate it !!!"
"late night cravings sastified and its worth every penny!","Hi there, thanks for your review and support ????????"
"the drinks were leaking!!!!!! >:(","Terribly sorry for the leakage. Most likely due to poor handling by the riders. But nonetheless, please do drop by our store, show us your order history and I will get you a complimentary drink on the house. See you soon!

"
"no regret buying this kimbap. really happy i found a super good kimbap. will be back for more !!","Hi, thanks for leaving a review, we???re glad to hear that you???ve enjoyed the taste!"
"highly recommend. sure will try others. ","Hi, thanks for leaving a review, we???re glad to hear that you???ve enjoyed the taste!"
"The potato noodle is all stick together. not good","Dear customer we are sorry for this experience. The primary reason was that during peak hours, the food preparation was on schedule, but the delivery to your address was delayed by 30 mins, which led to this issue. We deeply apologize for this."
"Food is cold.Long waiting time...","Next time u wait long just cancel  ur order mdm.... we do not have the power or control over the rider timing OK.... ????"
"Hi, yesterday no chopsticks provided for my ramen. Today no straws provided for my drinks. Hope there is any improvement there","Dear Value Customer! We also checked the picture item! Maybe have some problem when delivery. We will improve and make sure for next order got all what you request. So sorry, Thanks you your feedback and always support us. ????"
"Nice, very soft and fluffy. Received it still warm. ","Hi Anica, we???re so happy that you enjoyed our bakes. Thank you for the positive feedback, it means a lot to us. We can???t wait to serve you again soon !"
"all the mapo tofu sauce spilt","Hi so sorry about the spill. It should have been overturned during delivery. kindly contact foodpanda for a refund recovery for the item in your order"
"all the mapo tofu sauce spilt","Hi so sorry about the spill. It should have been overturned during delivery. kindly contact foodpanda for a refund recovery for the item in your order"
"Food was packed well and delivered food arrive intact.
the food was rather good","Thank you for your compliment and hope to see your order again!"
"Beware of coffee packaging. Tried to take a sip and loads of coffee in the plastic just spilled onto my clothes ","Thank you for your order. We take great efforts to ensure the best condition for our deliveries. For the hot beverages,  we took the extra effort to use the plastic bag is to prevent spillage during delivery. "
"Good coffee and yummy brownies! Will order again","Thank you for your compliment! Hope to see your order again!
"
"The almond croissant and pastry was yummy","Thank you for your compliment! Hope to see you again!"
"Food is ok but time taken too long almost take one hour, pls keep it up.","Thank you for your order. It is extremely rare for the order to take such a long time. We apologise for the inconvenience caused.  Hope to see you again."
"Good coffee and even better packaging - my delivery fell to the floor but the coffee stayed intact.","Thank you for your compliment! We take great efforts to ensure our food is in the best condition for deliveries."
"the buy 1 free 1 onigiri condition was not stable, sometimes good , sometime no good, today i received the egg mayo was sour , i hope the boss can help to keep up their food condition control","Dear valued customer,
Please kindly accept our sincerest apologies for your unpleasant experience. We will look into your issue and please kindly reach us on WhatsApp or phone at 91707870 so that we can know the details.
Sincerely
Customer Care Team"
"Starfield ","????"
"Why always less the item...no coke","Sorry to hear that, You can refund the order. "
"didn't receive the mash potato :(",":("
"Chicken + pasta meal is great as usual. Sandwich is ok but cannot beat popeyes. Nasi lemak rice was sticky. Would prefer fried egg instead of boiled egg. The sambal was ok","????"
"All good","????"
"No chilli??? one packet also dont have? Are u kidding me?!","We will look into this matter. Thanks!"
"nasi lemak rice no taste,  food delivery time delayed  everything is cold n tasteless ","sorry to hear that, noted and thank you!"
"all good. except combo set is spicy and cannot choose type of chicken. ","????"
"overall, food was good. however chicken parts were small. ","thank you!:)"
"good service ","????"
"still warm n good ???? ","????"
"Good????????????","????"
"Food is good as usual
But delivery guy send to wrong unit..
Lucky I saw him put outside my neighbour house, and retrieve it myself ","????"
"Good ","thank you!:)"
"today standard well maintain.
fast delivery.","thank you!  :)"
"Good as usual but spaghetti sauce is very little with not much ingredients this time compared to previously so my spaghetti is a bit dry and less tasty.","????"
"all good","thank you! :)"
"I never get my drink i want my money back","Sorry to hear that you can refund from the apps."
"Chicken is tasty ","????"
"We waited 2 hrs for our dinner ","Sorry for the delay. Rider wasn???t available."
"Delivery managed to be prompt, so the chicken was still warm, but still, not juicy but dry","noted thank you!"
"food hot n order was correct. even reached earlier than expected. ","thank you! :)"
"my food was delivered so fast","????"
"Upon receive there is no beverage,pls take note","Noted"
"today the chicken is fresh hence the 5 stars. thanks ????","thank you! :)"
"rice is undercooked. the rest is fine ????????","Noted, Thank you! "
"Fried chicken is perfect for me","thank you!"
"have selection of chicken favour on chicken bucket ","????"
"i love you","??????"
"slow very slow???wait 1 hour","late delivery due to no rider"
"food is ok, but portion is small for the price point. packaging can be improved, 3 paper containers stacked together is not a good idea. ","Well noted on your feedback, Thank you!"
"chicken chop was burnt, fries too hard, milk tea was diluted. only acceptable thing was onion rings","Hi Medeline, burnt chicken chop is unacceptable and we sincerely apologise for our mistake. You can reach out to us through Google messages to see what we can do to compensate you. Thank you for your feedback."
"mushroom soup and
chicken chop were very salty . Not value for money !","Hi Peggy, we apologise for your bad experience with us.We've taken your feedback very seriously and will continue to try and improve to satisfy as many of our customers as possible.Do reach out to us on Google to receive compensation for our mistake."
"The order came >1 hour late!","We apologize for the delivery being an hour late and causing you to have an unpleasant dining experience. We have responded to the relevant department and thank you for your feedback."
"The order came >1 hour late!","We apologize for the delivery being an hour late and causing you to have an unpleasant dining experience. We have responded to the relevant department and thank you for your feedback."
"eyyeye","What happened bro?"
"Delivery was fast and food is still food. Beef patty is juicy, but for me is abit salty and gyoza is crispy and nice. Overall it is good. ???? ","Thank you for your comment????"
"Food is delicious! Good","Thank you for your comment????"
"Curry is diluted. chicken taste bland seems the meat is cooked separately. Bak ku teh goes well with pork ribs instead of chicken","We noted your feedback and pls be assured that our curry is prepared daily. The consistency of our curry has no issue to date, but we appreciate your feedback. As for the Chicken Bak Kut Teh, it is one of our popular dishes at store.
Thank you."
"Rojak gravy was badly done.. so pale and very sweet. ","We are sorry for your experience. Will look into it."
"I've ordered from them before because their food is excellent and today something unusual happened. They didn't have to fix it but they did. I am appreciative of the gesture. ","Thank you for the perfect rating! We look forward to serving you again."
"Food was good, but extremely pricey.","Hello! Thanks so much for your kind review! We have predesigned SuperBowls that start from $7.90 at the outlets .. hope to see you in person!"
"Nice vadai. Crispy and tasty. Not too oily. Repeated customer ","Thank you for your review and support. Appreciate it!
"
"The original shake at 25% sugar is super super super SWEET. Suggest to just order at 0%!!! Cant image if i were to order at 50%???.","Hi, as there???s already some sweetness due to coconut base, we do recommend 0% if one do not like it too sweet. There are also customers who go for 100% sugar always, so it depends on each sweetness acceptance level. Hope to serve you again with 0%!"
"It is always better to dine-in for the best taste experience but chef/boss still mantained very decent  quality despite delivery meals. ????????????","We try to keep vegetables????and meat fresh???Just to let customers eat fresh food????.
Thank you for enjoying our food????
???????????????????????????????????????????"
"The mee hoon hong kong,nasi goreng kampung and mee goreng is TASTELESS!! The quality of their food drop tremendously.Food price high but quality of food is totally not to standard.","We will provide feedback to the cooks. I am sorry you did not enjoy our food this time. Price is as such due to rent increase by 45%. We try to keep the costs as low as we possibly can without compromising on our food quality."
"The braised duck was nice as usual. But the soup was super salty...felt like drinking soy sauce","Thank you for your feedback.
We apologize for the unpleasant experience with our soup. We appreciate your valuable input and will address the matter with our chefs promptly.
Thank you for bringing this to our attention. "
"The option for rice is misleading. Bought ayam penyet previously and chose for rice option and it came with additional rice instead. This time round selected no rice and it came with no rice at all.","Hi, the menu item doesn't come with rice. So the first time it might have been wrongly given. "
"Ordered a Mediterranean Delight bowl but sadly the chicken breast was missing from the bowl. Other than that, everything else tasted great. ","Hello! We are so sorry to hear about your experience! Could you kindly email us at hello@superfoodkitchen.sg so that we can initiate a service recovery for you? Thank you!"
"Nice!! not oily at all
abacus is good too","Thank you for the great review. Hope to see u again soon."
"New bbt in the hood! Worth trying out! ","Dear Customer ,
Thanks for your support.
Great to know you like our drinks."
"tasty, but portions are so small. fries with meal akin to happy meal portion size. not even lukewarm on arrival, just cold. asked for no cabbage but had no lettuce either? pity.","Thanks for your feedback. Our fries is preportioned to 100g packets (pre fried). Fries (Reg) = 100g, Fries (L) = 200g. Hope that helps to clarify."
"double patty with the same amt of sauce as single patty = dry af. ","Hi our double chicken or fish burgers are usually done with sauce on each patty. Maybe our mistake for your order, will remind our staff. Sorry for your disappointment, we will strive to improve. Hope to have the chance to serve you again."
"Palak paneer was amazing ","Thank you for your feedback. We are always looking to improve."
"extremely good food. nasi sambal goreng ","Tq. Appreciate the feedback"
"The beef burger is fresh and tender. It's really nice. ","Thank you! Great to see you enjoy the foods."
"Not worth buying at all.","Thanks so much for your kind review, hopefully can service you again . We promise will make it better ."
"The Spring Chicken and beef steak are very nice!!! Spring Chicken is very crispy. Beef steak is very tender and juicy. Worth the money","Thank you!"
"Loving the food, love how they improved so much from the first few times in regards to portions and spice level and taste. Loved the kicap fish and quail egg sambal. Hope there will be veg variety","Hi thank you so much for your feedback . We really appreciate it for the support ????"
"fast delivery, but there were lucking, like i requested for olives and pickles and didnt put. ????","Dear Customer

Thank you for patronising our Subway outlet.

We apologise that we missed out on the olives and pickles in your order.

We hope that you???ll give us an opportunity to serve you again!

Cheers
Subway"
"Nice burger. Love the sauce too. ","Thank you! ????"
"rice is over cooked. soft already ","Hi So Sorry for the late reply. We will try our best to serve you better food."
"Not as good as eating at the food court there","Dear Customer, I appreciate your feedback and understand your perspective. We're committed to continually improving our dishes and hope we can work on delivering a better dining experience for you."
"Little ingredients and very oily. ","Thank you for sharing your thoughts. We value your feedback. We'll review our recipe to ensure a better balance of ingredients and less oil. Your input helps us enhance our offerings."
"The popoboat may seem like a small portion, but it really does make me full. 3/4 of it and i'm already so full. its so worth it.","Hello there! Thank you for trying our food and we're glad we were able to feed you well :) Hope to serve you again soon!"
"Order 2 briyani and 3 pices of rojak , end up delivery only 3 pieces of rojak the main foods dont have , if u finish yoir foods , shouldn???t allowed ppl to oder from online, plus delivery $3+","Thanks for the feedback! We'll look into it. Appreciate your support, AL-YASIN! ??????"""
"Menu change,  Price go up sharply.  Think Will not order again.   Prefer the old Menu.  ","Thank you for sharing your feedback. We have adjusted the prices due to global inflation as well as supply-chain disruptions and tariffs on certain foreign imports . We have included 15% discount + free delivery for all items. Hope this helps."
"Chicken is juicy!","Thank you!"
"The side dish is too little but too expensive. Overall taste is ok","We appreciate your feedback. We'll review portion sizes and pricing for better value. Your insights are valuable to us. Thank you for sharing!"
"itrms are missing and they didnt read the comments","I apologize for any inconvenience. We're sorry to hear about missing items and the oversight with the comments. Please provide more details, and we'll investigate this matter promptly to ensure it doesn't happen again."
"Food was good, beef was tender and the offal had no unpleasant smell. Portion was good enough, Id recommend getting the rice noodles as the texture was great!","Thank you for your positive feedback! We're thrilled to hear you enjoyed the tenderness of the beef, the quality of the offal, and found the portion satisfying. We appreciate your recommendation for the rice noodles and hope to serve you again soon!"
"?????????????????? ??????????????????","??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????"
"Patron this stall many times. However food standard has dropped lately. Wonder if its the same owner? Small pratas unlike other stalls selling. Dissapointed! ","Sorry about it we will look into it"
"Thanks for the note! I had miss out the free waffle yet they still included in appreciate it very much! ","Thank you for leaving a comment, we really appreciate the support ?????? Hope to receive your order again soon! :)"
"Today meal is nice! Sweet and sour chicken, Ginger chicken with rice and fried rice. But seller forgot to give Vegetables which i have added $1 and chilli padi also never give me which i have paid 30c","Hi thanks so much we are glad you like your meal. we're so sorry about the mistake. kindly remove the undelivered items from your panda order for your refund. very sorry."
"Ordered Fishball Soup and Mushroom Minced Meat Mee Kia but received mee pok instead. Not the usual bak chor mee taste I am looking forward to. ","Sorry as meekia ran out and food panda doesn't offer the options to call the consumer . We're sorry for the inconveniences caused"
"Food is good and instruction well followed with exception of 1 missing item from order. That has been taken care of with great safisfaction","Sincere apologies for the missing item. Thank you for your support and understanding."
"Not enough sauce foe the dry noodles.","Dear Customer , thank you for the feedback  but sauce portion is very subjective . We will still take note of this "
"?????????????????????? ????????????????????????","??????????????????????????"
"only 1 rice","I checked the order. And you only ordered  1 rice. Should i have given you more for free?. I don't understand."
"Kombucha was definitely the stand out here. Very refreshing and tastes better than the ones in stores.
Pulled pork sandwich good too, but a bit too much onions for my taste, esp the salsa","We are so delighted you enjoyed your kombucha!
Thank you for your order and we hope to see you at our store soon.
follow us at chateaux.sg"
"VERY NICE SELLER , ALWAYS GIVES ME DRUMSTICK , WILL EAT AGAIN ~~~~~ ??????????????????","?????? Yeah!! I Remember you????  Thanks for the support through the years"
"super yummy, will order again for sure","Thank you for the support :)"
"Excellent coffee is very nice, and packed in glass bottle, very interesting, I rate it 10/10 !","We're delighted to hear that you enjoyed our coffee! We take pride in crafting exceptional blends and packaging them in glass bottles for a unique experience. Your kind words and perfect score mean the world to us.
"
"ordered Briyani Sets but come white ????????????","Hi Sir, Mdm... u have ordered set meal 1.. will come with white rice and meat only.. not briyani.. "
"Food delivered is different from it's showed in picture.","Saw your review and really sorry about this unpleasant experience. We have taken very serious action to the stall to ensure such matter wouldn't happen again. Really so sorry about this. And thanks you for the support and hope to see your order again"
"The methi gotas were closer to 14 pcs of boondi in size. It is not even having methi in it. Total waste of money for the  smallest possible gota by hand.","Our gotas' sizes are in line with the market. Post a picture if you have, as your claim sounds exaggerated. As for the taste and ingredients, we're very careful and proud of what we offer, and perhaps our taste didn't match yours. "
"?????????????????????","Saw your review and really sorry about this unpleasant experience. We have taken very serious action to the stall to ensure such matter wouldn't happen again. Really so sorry about this. And thanks you for the support and hope to see your order again"
"Food is being deliver in almost  1.5hrs. ","Sorry was the driver came late."
"Very generous portion. Order the cod fish & chips. Very nice, crispy on the outsude. ","Thank you!"
"it took 2hrs and 30mins for the cakes to be delivered! estimated delivery time was 45mins when i placed the order. had to call twice to know the delivery status.","Hi,
We apologize for the inconvenience caused to you.
Thanks for your feedback. Will share it immediately with the concern team to rectify your concerns.
Meanwhile, you can also get in touch with us on +65 - 97279363."
"Not delivered","Hi
We apologize for the inconvenience caused.
Please contact us on 97279363 immediately to look into your matter."
"Food was aweskme ! ","Thank you so much for like our food."
"Super delicious and high quality! Big portion and value for money. Will definitely get again.","Thank you for giving us the opportunity to try our food????
???????????????????"
"Griddle chicken are mostly small pieces of bony parts.. ","So sorry that the standard of the food didn't meet up to your standard. We will improve on it and really thank you for the support and hope to see your support again soon again."
"Very surprised. High quality burgers. ","Thanks for your comments! Great to see you enjoy Rich Burger!"
"Interesting combo of Japanese and Malay food. Food is tasty and the sambal chilli is especially delicious. Serving size is also generous. Highly recommend this restaurant.","Thank you so much for your kind words! We're thrilled to hear that you enjoyed our unique fusion cusinie. Our team puts a lot of effort into crafting delicious and generous servings. Looking forward to serving you again soon!"
"Food ordered at 7pm, arrived at 8.30pm. Thanks for the cold food delivered. ","Dear customer , your order has been prepared and waiting to be picked up 9 mins from your ordered timing. Please direct your feedback to your rider instead ."
"Today noodle was smaller portion compared previous various order, within the month ago. Have been supporting then for almost 9years when Ah Hwa Noodles House was operating in Yew Tree Food court...","Dear customer, we apologise for your disappointment and will let you know that this is definitely a one off issue. Thank you for your continous support all these years! "
"forget my rice","So sorry to see your review and really appreciate your support,we have taken very serious action to this matter and ensure it wouldn't happen again."
"Luxious and satisfying~ Keep it up!","Dear Valued Patron,

We are incredibly grateful that you took the time out to leave us a 5-Star review.

Flowerly Yours,

Team fnp.sg"
"Taste not nice, slow delivery service ","Dear Valued patron,

We are sorry for the inconvenience caused.

Please be assured that we will definitely work on your feedback to give better experience in the future.

Flowerly Yours,

Team fnp.sg"
"Very flavorful and fresh! Really enjoyed it. Thank you ????","Dear Valued Patron,

We are incredibly grateful that you took the time out to leave us a 5-Star review.

Flowerly Yours,

Team fnp.sg"
"Food was a bit cold when delivered but taste wise is still good.","We're glad to hear that you enjoyed the taste and apologize for the delivery time that affects the temperature. Unfortunately, we don't have direct control over the delivery process, but we appreciate your understanding, hope to serve you again soon!"
"I loved the choc bread butter pudding. Generous with the sauce and taste good as well.","Hi Liza, thank you so much for your 5-star rating. Your satisfaction is our ultimate goal, and we are thrilled that we hit the mark for you. We can???t wait to serve you again soon !"
"Delivery of food took so long. I ordered at 1130am and estimated delivery time was 20-30mins. But the food only arrived at 1235pm! ","We're sorry for the delay in ur order. It was rc'd on 11:34am & we gt it ready by 11:41am. Unfortunately, the delay was during the delivery aft driver picked up the order at 11:55 am but we do not have control of it. We appreciate your understanding."
"not bad, quite nice. but price is steep. ","Thanks for your feedback! After the 25% discount, each set for 2 pax is less than $10, offering great value compared to market prices. We're committed to quality and affordability. Looking forward to serving you again!"
"Second time order. Very nice. ","Hi there, thanks for your review. Can u also kindly contact us on our instagram page Naga_kitchen_ ? ???? Need some clarification on your order. "
"Food was great and they followed my instructuons for super spicy to a T! I also appreciated the lovely note. ","Thank you so much for the kind review, Jason! We really appreciate your support and looking forward to serve you again. "
"Did not taste authentic Thai food. more like fusion Thai, so was very upset to receive it as I had higher expectations.","Hi Beverley, thanks for the review. "
"Missing items.","So sorry to see your review and really appreciate your support,we have taken very serious action to this matter and ensure it wouldn't happen again."
"My order is wrong!!! Asked for mee hoon soto but was given yellow noodles!! Asked for no beansprouts but given loads of beansprouts!! Are the people here not english literate?!!!","We mixed up the order, that one was meant to go another customer. Understand we have been busy non-stop since the morning, and had to serve and keep track of multiple orders at once, and unfortunately we made a mistake for your order this time."
"Mee rebus with ayam grg always the best ????????????????","U also best for ur kind support...  getting good reviews makes us wanna be more better for u guys la.... ????"
"Thank you for the familiar homecook machik taste! Like it a lot and finally a malay stall which i can say authentic! Keep it up and I???ll be back for more! And TQ FP for delivering it piping hot! ","We also thankiu for ur support..... Insya Allah"
"hi. the crad is not fresh .???? plz careful. i always buy it. but now i m not convenient.","So sorry to see your review and really appreciate your support,we have taken very serious action to this matter and ensure it wouldn't happen again."
"Estimate was 30 mins when I ordered but arrived after 90mins","Please direct your feedback to the rider/foodpanda."
"kway teow goreng really CMI. ","Today dated 09/08 our side did nt hv any kway teow kerang. So wt u mean by CMI"
"The tauhu bergedil is very good but nasi sambal goreng was just alright ","Tq fr the review. Diff people gt diff taste bud"
"Please note that pictures showing pearls, they DO NOT come with it by default! Must add on yourself. Shop owner, please change description of the items to prevent misunderstandings and refunds :)","Thank you for your understanding. We're updating our item descriptions to enhance clarity. Despite the issue, your 5-star review warms our hearts. We appreciate your support and look forward to serving you with greater satisfaction in the future."
"amazing Gimbop and Chicken was amazing!

ordered together w Cream Pasta and that was amazing too. wish to have a soup to go with. ","Yes we hear you and we are launching soon with soup menu as well :)"
"Curry chicken very tasty , grilled chicken was tender enough to bite on. Cons side , they got my order wrongly I ordered shrimp creamy pasta yet it came plain , what on earth?","Hi Cassendra, we sincerely apologise for our mistake. We must have made a mistake by packing an extra Set B instead of your shrimp pasta. Do reach out to us on google if you would like to be compensated."
"very good crunchy and juicy","Thank you for your kind review! We will keep it up!"
"Chicken v well-seasoned,even original flavor v yummy.soy garlic had bits of minced garlic,making it even better!Chicken was crispy. Could be better if radish given and chicken less oily.","Thank you for your kind review! We are in the midst of adding pickled radish into the menu.  Hope to receive your orders again soon!"
"Expensive and not nice sorry. Oppa chicken but nothing Korean at all so dont be fooled by the name ","Sorry you felt this way. Maybe because you ordered Original Crispy flavour(Korean's fav double frying method). We also have Korean Yangnyeom Sweet and Spicy Sauce made with Gochuchang from Korea, which maybe you can give it a try next time."
"Gave 2 stars because vendor was slow in preparing my order, it was almost an hour late and elderly were hungry. Taste was not bad, but would have given 5 stars if they'd prepared on time. Pity","Thank you for your review. We will do our best to improve on preparation time."
"??????????????? ???????????? ???????????????! ???????????? ??? ???????????????","????????? ????????? ????????? ??????????????????! ??? ?????? ????????? ????????? ????????????!"
"delicious and well marineted ","Thank you for your kind review! Meant a lot to us!"
"The Bun ??au Mam Tom pork and the intestine is so smelly. It makes everything smell like shit. The Mam Tom also not right and taste bitter. The worst Coi Ga I ever have before. ","Shrimp paste is the smell of shrimp paste and sausage smells like that? Thank you for ordering with us"
"They did not fulfill all the ingredients for the mala hot pot. Very disappointing to be charged for something they did not put in!! ","So sorry to see your review and really appreciate your support,we have taken very serious action to this matter and ensure it wouldn't happen again."
"Thai milk tea taste good although the brown sugar pearls we opted for tasted like konjac pearls??????","Apologies for the confusion. While it was stated as brown sugar konjac, we've noted the demand for brown sugar pearls (boba). We'll add them to the menu soon; hope to see you again. Thank you!!"
"Wrong order sent, what a horrible meal after waiting for 2hours "," I prepared the food in time and in order .I have double checked the food. Myself and my counter staff before sending out."
"Wrong order sent, what a horrible meal after waiting for 2hours "," I prepared the food in time and in order .I have double checked the food. Myself and my counter staff before sending out."
"two item missing. very disappointed. should have double checked. ","Ur bergedil no stock u can claim ur refund... ur extra rice was given yet u claimed not to receive its OK... just take it as a donation from us to crave ur hunger yah .... ????"
"As usual sedap ???? sambal clam ???? sambal blacan berdesing power ???? good amount of portion. Thank you, may HE ease all your affairs. ????","Insya Allah.... aminnnnnnnn"
"4TH time, gave them a chance. but its still the wrong order. I wonder why I pay 15 hard work dollars for this. terrible. no standard or quality check. why im losing money based on faith? yall dk obv","Dear Valued Customer,
Please kindly accept our sincerest appologies for the issue that you faced at our outlet.Do reach out to our Customer service team via whatsapp or call at : 91707870 so that we may have the chance to make it right.
Regards,"
"Too sweet and the taste not for me. .Taste not natural.
But packaging very good.. ","
Sorry for any disappointment. You can include a note for reduced sweetness, and we'll prepare it to your liking. We also offer classic favorites like milk tea and coffee if you prefer something more traditional. We look forward to serving you again."
"Very bad hokkien mee. For the normal and the beehoon version. Beehoon version totally not hokkien mee. Just fried bee hoon. And i payed $1 to add egg. Same amount???.","Sorry for that. But egg was added. Just that it???s been cook together that???s why can???t see the difference"
"I've ordered the beef kway teow in my pandapro box... however there aren't any beef for both orders","Sorry, will take note "
"what are all these paid reviews. smoothie/milkshake came like a normal drink with cube ice. not thick at all.","We sincerely apologize for the unpleasant experience. Ensuring quality is our priority.
We found that your order did not come with any smoothie/milkshake added on.
Please contact us directly so we can make it right for you.
B.Rgds.
Albert Segovia"
